id,text
1.34e+18,"@sorcererpds @BorisJohnson Very very few residents in homes in England but in NI, Scotland &amp; Wales they have begun"
1.34e+18,"Genuine question, out of those that have taken the #Pfizer vaccine, have you had any arm soreness or other effects?"
1.34e+18,Freshly vaccinated #CovidVaccine #covid #PfizerBioNTech https://t.co/VeDMZRggMC
1.34e+18,Tonight on @ActionNewsJax at 5: I
1.34e+18,Vaccination time 💉 
1.34e+18,"#PfizerBioNTech, @moderna_tx testing their #vaccines against new #coronavirus variant"
1.34e+18,Proud to be part of the mass vaccination programme against covid-19 #WeGPNs #PfizerBioNTech @TGCCG #PCN #teamwork 💉
1.34e+18,"#Safety Comes In Cans: I Can, YOU Can, WE Can! #WeCanEndThis #GetVaccinated #CareNotCovid"
1.34e+18,People would be focusing on their biceps more than their abs after the photo trend of #IGotTheShot while receiving
1.34e+18,A huge thank you to everyone who is working so hard @MKHospital #vaccination Centre. You are all amazing! And to al
1.34e+18,@PattyHajdu @GovCanHealth Vaccinate at your own risk with NO LIABILITIES &amp; UNTESTED💥💥💥💣💣💣
1.34e+18,"Why would you trust (&amp; obey) Gov / MSM who lied to you over 9 month, if not over 100s of years every day?! 🤔 "
1.34e+18,"#Moderna, #PfizerBioNTech #vaccines have been approved in #Canada. Here's what you need to know about them"
1.34e+18,#COVID19 #COVID19USA #COVID19Vaccine 
1.34e+18,#TiffanyPontesDover has been assassinated by #Pfizer 
1.34e+18,PM Says Additional Quarter Of A Million Pfizer Vaccine Doses On The Way https://t.co/O7HyvDD9Eh #Canada #Covid19
1.34e+18,PM Says Additional Quarter Of A Million Pfizer Vaccine Doses On The Way https://t.co/rlU4Buq7f9 #Canada #Covid19
1.34e+18,"#arabie_saabia: The most affected country in the Arabian Peninsula, Saudi Arabia has approved the US-German vaccine"
1.34e+18,"#PfizerBioNTech #vaccine: Who can have the jab, and who can"
1.34e+18,"#PfizerBioNTech #vaccine: Who can have the jab, and who can"
1.34e+18,Feeling incredibly #humbled to have received the #firstdose of the #COVID19 #nhs #vaccine #bestchristmaspresentever
1.34e+18,Health Canada recommends ppl who recovered from #COVID19 still get either the #PfizerBioNTech or  #modernavaccine.
1.34e+18,Where can I get the #PfizerBioNTech vaccine in Dubai?
1.34e+18,#400MillionVaccineDosesBySummer  Pfizer-Biontech adds 
1.34e+18,40 million dose order of #Moderna #COVID19 vaccine arriving in #Canada 
1.34e+18,@firefoxx66 mRNA vaccine can be much easier adjusted based on more dominant variants but if the spike protein remai
1.34e+18,EXCLUSIVE!!
1.34e+18,"This year has been tough, but there is a light at the end of the tunnel, and it"
1.34e+18,#PfizerBioNTech #COVID19 vaccine is logistical more difficult for any Pharmacy as it must be kept in a specialized
1.34e+18,"One week after receiving the #PfizerBioNTech COVID-19 vaccine, we're full of hope that this is the beginning of the"
1.34e+18,No one vaccine can be side-effect free. Most vaccines deliver 'reactogenic' side-effects...
1.34e+18,"1st COVID Vaccine Dose to Dr. Vijay Reddy, ZSMU Alumni #Pfizer #PfizerBioNTech #PfizerCovidVaccine #COVID19 https://t.co/e7egxXYInC"
1.34e+18,#Coronavirus: #USA buys another 100 million #PfizerBioNTech #vaccine doses
1.34e+18,"One week after receiving the #PfizerBioNTech COVID-19 vaccine, we're full of hope that this is the beginning of the"
1.34e+18,"First recipients of #PfizerBioNTech #vaccine in #Dubai share experience. Happy to be setting a precedent, they say"
1.34e+18,Very excited to say I got my first dose of the #PfizerBioNTech vaccine last night!  I
1.34e+18,Here's how the newly authorized Moderna COVID-19 vaccine compares to Pfizer
1.34e+18,"Thread: #USA 🇺🇸💉🦠 As the #US rolls out the #PfizerBioNTech &amp; #Moderna #vaccines, how"
1.34e+18,I am thankful to #SantaClaraCounty for the chance to get the #COVID19 #PfizerBioNTech vaccine.  It is body armor fo
1.34e+18,"#Nuremberg code. 👀👀 Look it up people. Experimental #vaccine #Covid_19 #PfizerBioNTech wants you to be a ""guinea pi"
1.34e+18,Pfizer will supply the U.S. with an additional 100 million doses of the COVID-19 vaccine under a new agreement. The
1.34e+18,"Identify, Investigate, Negotiate - As #Malaysia Struggles, Neighbour #Singapore Reveals How It Speedily Gained"
1.34e+18,Cherokee Nation leaders said last week that at least 20 fluent Cherokee language speakers have died this year after
1.34e+18,#Coronavirus: #USA buys another 100 million #PfizerBioNTech #vaccine doses
1.34e+18,"#UPDATE | #Canada has approved the #COVID-19 #Vaccine developed by American biotech firm #Moderna, the health depar"
1.34e+18,"Jorge Alcocer, Secretary of Health shows the tracking ticket during the arrival of the first batch of the"
1.34e+18,@DoctorsForBiden #medtwittter both my humans got their invites today &amp; are scheduled to get the #PfizerBioNTech
1.34e+18,Best Christmas 🎄 gift ever: news that workers in my 95-year old grandmother
1.34e+18,"#ModernaVaccine approved for people ""18 years of age and older."" #PfizerBioNTech is 16yo+ Same as US. #cdnhealth"
1.34e+18,My happiest moment of 2020: my Wife texting me that she
1.34e+18,"Stage 1 of 2 complete. #pfizerbiontech @ Brooklyn, New York https://t.co/0z2SmrTYpI"
1.34e+18,EXCELLENT READ!! 👍👊🤜🤛
1.34e+18,"#PfizerBioNTech #vaccine: Who can have the jab, and who can"
1.34e+18,Dubai to begin inoculations with Pfizer-BioNTech vaccine from today https://t.co/SwtK2mdmHH 
1.34e+18,#USA purchases additional 100m doses of #PfizerBioNTech #Vaccine https://t.co/oPkvGhGGVq
1.34e+18,"The number of coronavirus infections rises to 78,425,044 worldwide #coronavirus #COVID20 @WHO #vaccines"
1.34e+18,@tomhfh #covidvaccinereality #covid19vaccinereality 🇬🇧 leads 🌎 to #PfizerBioNTech 🇬🇧  banned from parts of 🌎
1.34e+18,#AstraZeneca #OxfordVaccine 🇬🇧 leads 🌎 incl 🇺🇸 🇪🇺 to #PfizerBioNTech 🇬🇧 is banned from parts of 🌎  #eucountries
1.34e+18,Well known vaccinologist #TonyBlair busted by an #expert
1.34e+18,"The Pfizer vaccine requires a second dose to be effective, and should be administered about a month after the first"
1.34e+18,All i want for christmas is some #PfizerBioNTech shares!
1.34e+18,BREAKING: The U.S. is set to receive additional doses of the  #PfizerBioNTech #coronavirusvaccine under a new deal
1.34e+18,"Dubai announced that all residents can get a shot of the #COVID19 #PfizerBioNTech vaccine for free, starting Wednes"
1.34e+18,Dr. Marc Siegel receives COVID-19 vaccine live at NYU Langone hospital https://t.co/Zvj3BIKEvV #CovidVaccine
1.34e+18,@10DowningStreet @BorisJohnson @pfizer @BioNTech_Group Tremendous achievement - my parents are among those who
1.34e+18,@aliciakearns Feeling very happy that my parents received their first #PfizerBioNTech #vaccination today - thanks t
1.34e+18,@DrKayvanMirhadi Iranians are using the hashtag #واکسن_بخرید which means buy the vaccine. It's one of the saddest h
1.34e+18,#NEW: Pfizer and BioNTech have reached a second agreement with the federal government to supply 100 million more do
1.34e+18,@tomhfh Some saying #uk #gb #britain being banned has something to do with #brexit #fisheries . it's
1.34e+18,Officially team #PfizerBioNTech #dose1
1.34e+18,European Union Drug Regulator Approves Pfizer-BioNTech Covid Vaccine For Emergency Use
1.34e+18,#BREAKING: Dubai
1.34e+18,LATEST: The #PfizerBioNTech vaccine will initially be rolled out in #Dubai to people over 60 and frontline workers.
1.34e+18,#Dubai launches #COVID19 vaccination campaign for #PfizerBioNTech #vaccine. Vaccines to be administered free of cha
1.34e+18,#NSTnation The government would negotiate with #Pfizer to increase the #vaccine supply from 12.8 million doses to 2
1.34e+18,EU states to start #PfizerBioNTech vaccination on Dec 27.
1.34e+18,"#NSTnation ""It is their terms, not ours. We want to announce it but we must respect the deal."" - @Khairykj"
1.34e+18,"The Pfizer/BioNTech vaccine has become the first Covid-19 shot to win approval from the EU medicines regulator, cle"
1.34e+18,#NSTnation @Khairykj said the RM3 billion allocation approved by the government on the purchase of #vaccines was on
1.34e+18,#dontbuythesun #Hypocrites 
1.34e+18,"Although the vaccine is free, there has been an eligibility criteria panned out for the first batch of Pfizer shots"
1.34e+18,Day after first dose of #PfizerBioNTech #CovidVaccine ... I spoke to soon... dull achey sore arm (just deltoid) definitely here today! 😅
1.34e+18,"#Dubai plans to begin a free inoculation campaign from Wednesday, 23 December, employing the vaccine candidate deve"
1.34e+18,#Dubai government announced the start of a #vaccination campaign with the #PfizerBioNTech vaccine against #COVID19
1.34e+18,#Dubai government announced the start of a #vaccination campaign with the #PfizerBioNTech vaccine against #COVID19.
1.34e+18,Cheap/Safe cure #COVID19 #COVIDSecondWave #COVIDIOTA #COVID19nsw #COVID20 #Covid21 #COVID #Covid_19 #covid_20
1.34e+18,"If UAE made it, I trust it but it"
1.34e+18,"As a chef, if I am responsible for a customer's death due to food poisoning or anaphylaxis, "
1.34e+18,#Emirates SkyCargo transports first batch of #PfizerBioNTech #COVID19 vaccines for #Dubai Health Authority
1.34e+18,"The number of coronavirus infections rises to 78,425,044 worldwide #coronavirus #COVID20 @WHO #vaccines"
1.34e+18,"#PfizerBioNTech #vaccine will initially be available in #Dubai to over 60s and frontline workers, with other age gr"
1.34e+18,#Dubai to begin inoculations with #PfizerBioNTech vaccine from Wednesday
1.34e+18,Interview with Ugur Sahin from #Biontech /#PfizerBioNTech on the #vaccine (in german) https://t.co/bFbmeQLzAW
1.34e+18,Supreme Committee of Crisis and Disaster Management will start #PfizerBioNTech COVID-19 #vaccination campaign in
1.34e+18,@AFP @afpfr
1.34e+18,"Dr Abdullah Al Kubaisi, a former director of Qatar University, became the first person to receive the #COVID19 vacc"
1.34e+18,How to book a jab?
1.34e+18,How long does immunity last?
1.34e+18,How effective is the vaccine? 
1.34e+18,[Dubai's free #COVID19 #PfizerVaccine drive]
1.34e+18,[Dubai's free #COVID19 #PfizerVaccine drive]
1.34e+18,Dubai is rolling out the #PfizerVaccine against the #COVID19 virus starting today. 
1.34e+18,#COVID19 mutation B.1.1.7 70% more contagious! OMG WE'RE GONNA DIE! GET IN LINE FOR YOUR VAXX SHOT BY
1.34e+18,"In his latest blog post, Bill Gates says, "
1.34e+18,"The 95% effective, Pfizer vaccine is being rolled out for ALL Dubai residents starting today... FREE of cost!!!😍💯"
1.34e+18,BREAKING: Dubai to begin Pfizer vaccine for residents 'free of charge' from 'TODAY'
1.34e+18,Pfizer right now be like.... #COVID19 #Pfizer #PfizerBioNTech #vaccine https://t.co/bMZtaECvLG
1.34e+18,"@adriandix @jjhorgan Gentlemen, as our elected leaders, have YOU read the train-wreck of SERIOUS and Severe Side-ef"
1.34e+18,@jkenney I would like to be able to choose which vaccine I would get! !!  #vaccine #Pfizervaccine #PfizerBioNTech #modernavaccine
1.34e+18,1st #PfizerBioNTech dose is in &amp; 
1.34e+18,Joe Biden receives his first dose of Pfizer COVID-19 vaccine https://t.co/7Eo36Ytpxo @BillHemmer @HemmerReports
1.34e+18,@HSajwanization I bet you will be vying to get to the front of the line to get your Turkish Scientists invented vac
1.34e+18,I did it! 
1.34e+18,Super grateful to receive a COVID-19 vaccination today. Keeping myself and my patients safe!! 
1.34e+18,Got it! Hope everyone does! #PfizerBioNTech 
1.34e+18,Boom! 💥 Right in the delt! Grateful to be given this opportunity. 
1.34e+18,Great chat about truths and myths about #covid and #covidvaccine #PfizerBioNTech #modernavaccine  with @dr_shaps
1.34e+18,444 new #COVID19 cases in #BC and an additional 12 deaths for a total 777 deaths linked to the pandemic.
1.34e+18,VACCINE REVIEW: 
1.34e+18,@Meggg_e Did you take this #vaccine? If no WHY NOT?
1.34e+18,Live updates: Pfizer and Trump administration nearing a deal for additional vaccine doses
1.34e+18,Welcoming the first #PfizerBioNTech vaccines to #Oakville &amp; #Halton today! 
1.34e+18,Happy to join the ranks of #Physiatry against COVID!  Vaccine 💉 part 1 - done 
1.34e+18,"was a real pleasure to volunteer on my post nights shift @RoyalFreeNHS to consent patients, staff and key workers a"
1.34e+18,@ProfDFrancis @p_openshaw @rkhamis @rallamee @DrShaiSen @RicardoPetraco @ImperialNHLI When I heard yesterday we wer
1.34e+18,"Well, I think it's clear we have a winner. #IQAward2020"
1.34e+18,Fase 3 #Pfizer #PfizerBioNTech #Vacuna #SARS_CoV_2 https://t.co/YjC9Ow74pl
1.34e+18,@HelpMyBreathing @pfizer @bealelab @DrSimonAshworth @mark_toshner And can confirm felt same  when got my first dose
1.34e+18,@HelpMyBreathing @pfizer @bealelab @DrSimonAshworth @mark_toshner Looking forward to reporting same when I vaccinat
1.34e+18,@ReutersUK Waiting for #euuktradedeal #ukeutradedeal #euukbrexittradedeal #ukeubrexittradedeal so 🇬🇧 leads 🌎 incl
1.34e+18,@MartinDaubney @mfogarty__ @guyverhofstadt I think #guyverhofstadt is sexy european name #eu #eu27 #europeanunion
1.34e+18,#Pfizer Nears Deal With #TrumpAdministration to Provide More Vaccine Doses https://t.co/8jGcXdhUGO 
1.34e+18,Yay!! I got my COVID-19 vaccine at UMMC and I am feeling fine 😃 @UMMCnews @rtandon3 @MartinMcCandle3 @Fasserotweet
1.34e+18,Tremendous efforts...for a better mankind!
1.34e+18,CHRISTMAS HITS
1.34e+18,The clinic is underway. The #PfizerBioNTech #COVID19 #Vaccine is being administered in Kalamazoo County right now!
1.34e+18,#BREAKING #COVID19: #Dubai gets first #PfizerBioNTech #vaccines ahead of free #vaccination drive @DXBMediaOffice 
1.34e+18,"Italian Medicines Agency (@Aifa_ufficiale) General Manager, Nicola #Magrini, appears emotional while announcing the"
1.34e+18,@realDonaldTrump So why is the #PfizerBioNTech vaccine being held up in warehouses?
1.34e+18,BREAKING: UAE Ministry of Health &amp; Prevention confirms the emergency registration of #PfizerBioNTech vaccine in the UAE - WAM
1.34e+18,@JustinTrudeau @CPHO_Canada @PattyHajdu @BillBlair @DLeBlancNB All we want for Christmas 👉 All you #CCPChina 🇨🇳 mol
1.34e+18,The question everyone has asked me about my #PfizerBioNTech experience. I will be getting the 2nd dose and I work i
1.34e+18,3 hours since my first #PfizerBioNTech #CovidVaccination 
1.34e+18,"According to @DXBMediaOffice the Pfizer-BioNTech vaccine will soon be available ""free of charge"""
1.34e+18,#BREAKING: Dubai
1.34e+18,Breaking : #Dubai has approved the use of the #PfizerBioNTech vaccine. The government will start an extensive inocu
1.34e+18,"News alert 🚨: #Dubai has approved its 2nd vaccine #PfizerBioNTech which will roll out to the public, free of charge starting Wednesday"
1.34e+18,The @EU_Commission approved the Pfizer-BioNTech Covid-19 vaccine hours after the European Medicines Agency (EMA) ga
1.34e+18,Coronavirus: #Dubai to start using #PfizerBioNTech vaccine https://t.co/GhIKG6KsiZ via @TheNationalNews
1.34e+18,Mutated coronavirus strain known as VUI
1.34e+18,Dose 1 complete #PfizerBioNTech.
1.34e+18,@BostonChildrens #Thankful there is finally light at the end of this tunnel! #COVID19vaccine #Science #research
1.34e+18,"#PfizerBioNTech, #Moderna  begin testing their COVID-19 vaccines against new #CoronavirusStrain  "
1.34e+18,"This week, as the first doses of the #PfizerBioNTech #COVID19 vaccine were administered at @Wolfson_Med, members of"
1.34e+18,Massive announcement this... Free Pfizer vaccine for all as part of a vaccination drive in #Dubai starting tomorrow
1.34e+18,"A groundbreaking research by Wang Nianshuang, a Chinese scientist then working at Dr Jason McLellan"
1.34e+18,#BREAKING: Dubai Emergency Crisis and Disasters Committee confirm the launch of #PfizerBioNTech vaccine campaign fo
1.34e+18,Countries/Regions with Approved Vaccines
1.34e+18,BREAKING: the Italian Medicines Agency (#AIFA) approves the use of the #PfizerBioNTech vaccine in #Italy. This foll
1.34e+18,I chose to get vaccinated today. Get yours too! #covid_19 #pfizerbiontech #covid19vacccine #nhs #nhsheroes
1.34e+18,Vaccine part 1 done #PfizerBioNTech @ImperialNHS #vaccination
1.34e+18,"Everyone one thinking about side effects of COVID-19 vaccine, read this ! #Pfizervaccine #PfizerBioNTech #FDA "
1.34e+18,Can #AnthonyFauci  convince people to trust the? 🤔🤔🤔🤔Let's talk about it. #vaccines #BioNTech #Pfizer
1.34e+18,COVID-19 vaccination: first task is done
1.34e+18,Today I had 1st dose of Covid19 #PfizerBioNTech vaccine. Thank you to Martin &amp; Danny for making me feel at ease des
1.34e+18,Spending the afternoon volunteering to prescribe for the #PfizerBioNTech vaccine @MKHospital following being vaccin
1.34e+18,Covid jab 'very likely' to protect against new variant #COVID19 #coronavirus #UK #Pfizer #BioNTech #PfizerBioNTech https://t.co/8dr9rhryOX
1.34e+18,@ABSCBNNews roll out to pandemic heroes #PfizerBioNTech #COVID19 vaccine.  roll out #RollOut
1.34e+18,"Nice article explaining ,how m RNA vaccine will work."
1.34e+18,I just sat down to with a fresh cup of coffee 
1.34e+18,Teammates that vaccinate together stay together #ICUPharm #TwitteRx #PfizerBioNTech https://t.co/Mn8RVbvURU
1.34e+18,It
1.34e+18,This vaccination has already started in three residential care centres in #Belgium. The 96 years old Jos Hermans wa
1.34e+18,"It's simple: The mere fact that #PfizerBioNTech bosses say they can produce a new vaccine for #COVID19 variant, onl"
1.34e+18,I just received my COVID-19 vaccine - it feels a bit exciting and historic. #PfizerBioNTech 😁
1.34e+18,First vaccinations have begun being administered at nursing homes across the US #Pfizervaccine #PfizerBioNTech # https://t.co/UGIM6P94eW
1.34e+18,But how???? Level playing field Eu?#Belgium #belgique #Vaccinatie #PfizerBioNTech @alexanderdecroo  @sciensano
1.34e+18,The #Moderna #vaccine is an important addition to the #PfizerBioNTech #mRNA #COVID19 vaccine. Many are wondering ho
1.34e+18,#COVID19 freezers arrive in #Cyprus for first #vaccines. #EUvaccinationdays to start Dec 27 with #PfizerBioNTech's
1.34e+18,The #EuropeanUnion has approved the usage of the #PfizerBioNTech vaccine against the novel #coronavirus within the
1.34e+18,"@federer_78 @DarkinRosie @FlyingSte @slightlyatsea Yeah, especially considering we only got 800K #PfizerBioNTech va"
1.34e+18,#22dicembre #VaccinoAntiCovid #vaccino #vaccinoCovid #Pfizer #PfizerBioNTech #Italia #COVID19 #COVID19italia
1.34e+18,I got vaccinated! Hurraah! #CovidVaccine #PfizerBioNTech #VaccinesWork https://t.co/wE8dTEiRjw
1.34e+18,Great to hear North Shields Primary Care Network (PCN) Director Dr Dave Tomson speaking of the team effort involved
1.34e+18,@News24 @Fin24 Public outcry? Stop lying 🤥 no one wants that #PfizerBioNTech #vaccine. https://t.co/MfPyzypPl6
1.34e+18,Congratulations John! #vaccineidol Amazing photos from North Shields as the second site goes live in #NorthTyneside
1.34e+18,I HIGHLY DOUBT IT💯 YOU CAN'T CONTROL A #VIRUS🦠 WITH A #VACCINE💉 #VACCINESWONTWORK #SARSCOV2 #COVID19 #MUTATION
1.34e+18,Are you scared and/or worried of the new vaccine? 
1.34e+18,Grateful &amp; proud to get my first of two COVID-19 vaccine doses so I can minimise the risk to the patients I see
1.34e+18,"Barring all economics knowledge and health system externality in future, I still recommend you send the right signa"
1.34e+18,#PfizerBioNTech #COVID19vaccine is set to make $13B in 2021 but will other vaccines be able to follow in its lucrative footsteps?
1.34e+18,Check out this excellent resource on Vaccines &amp; Immunity by 
1.34e+18,WATCH: Mutation-beating #vaccine possible in six weeks: Pfizer-BioNTech https://t.co/eJCZAZlj5Q
1.34e+18,Neither will we. 
1.34e+18,#Covid19UK #COVID19 
1.34e+18,I may not be eligible for the covid vaccine but I can ensure that my family stay safe. Here
1.34e+18,"#GetVaccinated! Will take the #PfizerBioNTech-#vaccine as soon as I am up. Expect my usual reactions (fever, tiredn"
1.34e+18,"A nurse at a Chattanooga hospital in Tennessee, United States fainted at a press conference after receiving the Pfi"
1.34e+18,It was wonderful speaking to #LeenaAnees who was one of the first people in the UK to have received the
1.34e+18,@nathankg #PfizerBioNTech say they can produce a new vaccine for the mutant in 6weeks
1.34e+18,EU Approves #PfizerBioNTech COVID-19 Vaccine
1.34e+18,"Yesterday the EU's Medicines Agency approved #PfizerBiontech #vaccine. However, the #EU, with a population of 450 m"
1.34e+18,"Uff, breath out, guys. Ugur Sahin, boss of Biontech, THE man behind #PfizerBioNTech vaccine (read -"
1.34e+18,Dose 1 of the #PfizerBioNTech vaccine 
1.34e+18,European commission approves use of #PfizerBioNTech covid-19 vaccine in EU
1.34e+18,The next day If Nigerian #COVID19 Patients were injected with the #NAFDACVaccine.
1.34e+18,US President-elect #JoeBiden (@JoeBiden) received the first dose of the #coronavirus vaccine during a televised eve
1.34e+18,#COVID : #PfizerBioNTech #vaccine approved for #EU states
1.34e+18,The vaccine is here in #Qatar
1.34e+18,HEALTH: EU paves way for #Covid19 #vaccination campaigns
1.34e+18,".@BioNTech_Group CEO says could provide a new #vaccine to mimic significant #virus #mutations within 6 weeks, but a"
1.34e+18,#BioNTech Chief Executive said on Monday he was confident a #COVID19 #vaccine co-developed (with #PfizerBioNTech) w
1.34e+18,"#SaudiArabia has started a massive vaccination campaign against the novel #coronavirus, with the Minister of Health"
1.34e+18,Singapore has become Asia
1.34e+18,"#Singapore receives Asia's first shipment of #PfizerBioNTech-developed COVID-19 Vaccine on 21 Dec, a week prior to"
1.34e+18,#ICYMI I'm feeling dizzy: US nurse faints after getting Pfizer COVID vaccine shot
1.34e+18,"Founder of #German biotechnology company, #BioNTech, Ugur Sahin said their vaccine will be effective against new mu"
1.34e+18,Well folks I
1.34e+18,Interesting tendency. Americans usually calling it Pfizer- and Europeans BioNTech-Vaccine. #PfizerBioNTech
1.34e+18,The U.S. began administering vaccines a week ago and has approved jabs developed by #PfizerBioNTech and Moderna. https://t.co/6LbCfSjykR
1.34e+18,US President-elect #JoeBiden publicly receives first course of #PfizerBioNTech #COVID19vaccine
1.34e+18,"#NSTnation The Science, Technology and Innovation Minister in a series of tweets said he would hold a press confere"
1.34e+18,"In the #UK, the absence of data has led regulators to exclude #pregnant and breastfeeding women from #vaccination… https://t.co/TuUD8nIJG9"
1.34e+18,🚨 The EU now has a vaccine it can roll out to hundreds of millions... 
1.34e+18,President-elect #JoeBiden received his first dose of the #PfizerBioNTech  #COVID19 vaccine Monday.
1.34e+18,So....something pretty cool happened today! #COVID19Vaccine #firstdose #PfizerBioNTech #healthcareprofessional
1.34e+18,"The first to decline federal funding, the first to receive EUA! 🙌🏻 How the Pfizer-BioNTech COVID-19 vaccine was dev"
1.34e+18,President-elect @JoeBiden received his first dose of the #PfizerBioNTech #coronavirusvaccine on live television Mon
1.34e+18,#CovidVaccine #PfizerBioNTech Day3 So far so good! #VaccinesWork https://t.co/6D6zzyJPpW
1.34e+18,"Pfizer/BioN vaccines are in hospitals for almost a week now. About 250,000 people have received the vaccinations. P"
1.34e+18,Singapore gets Asia's first Pfizer-BioNTech coronavirus vaccine doses
1.34e+18,Pfizer-BioNTech vaccine has FDA EUA.
1.34e+18,"The #EU finally gave the green light for the #PfizerBioNTech #coronavirusvaccine on Monday, paving the way for the"
1.34e+18,The #EuropeanUnion is gearing up to start mass vaccinations against #COVID19 just after Christmas following the app
1.34e+18,Europe approves Pfizer-BioNTech coronavirus vaccine.
1.34e+18,Show me your band-aid! 
1.34e+18,@GovRonDeSantis should not get a vaccine until every last citizen in #Florida gets one #vaccine #PfizerBioNTech
1.34e+18,President-elect @JoeBiden receives COVID-19 #vaccine
1.34e+18,Heads-up warning for #CovidVaccine #Pfizervaccine 
1.34e+18,US President-Elect Joe Biden Receives First Dose of Pfizer-BioNTech Coronavirus Vaccine
1.34e+18,"Any REAL news from Tiffany P. Dover ? Not old pics ,sold for new ones. Y was her FB account canceled today? Y isn't"
1.34e+18,Even when you
1.34e+18,"The first shipment of the Coronavirus (Covid-19) vaccine, manufactured by Pfizer and Biontech, has arrived in the S"
1.34e+18,Today I joined thousands of people across the #usa in receiving the #PfizerBioNTech #COVID19 #vaccine thanks to our
1.34e+18,US President-elect @JoeBiden has received the first course of the #PfizerBioNTech vaccine at ChristianaCare Hospita
1.34e+18,President-elect Joe Biden got vaccinated against #Covid_19. 
1.34e+18,"Dose 1 of the COVID vaccine complete. Thank you to President Trump, the minds behind operation Warp-speed and the r"
1.34e+18,#PfizerBioNTech  what was status of vaccine in india
1.34e+18,A nurse practitioner at ChristianaCare hospital in Delaware administered the first dose of the vaccine produced by
1.34e+18,@Kat1124 Was waiting for NIAID to get its doses-didn
1.34e+18,Interesting read on the thoughts about Polyethylene Glycol being the cause of anaphylaxis in those receiving the
1.34e+18,@shahm80071092 So far both #PfizerBioNTech  and #Moderna vaccine works
1.34e+18,I got my #PfizerBioNTech #COVID19 vaccine today! I
1.34e+18,Got my vaccine!!! #covidvacccine #mRNA #PfizerBioNTech https://t.co/2Nzq7Tqkz0
1.34e+18,Stop taking pictures of giving the vaccine and start giving it our more and widely!! #COVID19 #VACCINE #PFIZER #PfizerBioNTech #MODERNA
1.34e+18,"As @Lin_Manuel wrote, I"
1.34e+18,Noor Hisham says it takes 90-120 days for Malaysia to vet Pfizer vaccine. People are dying and Malaysia is slow ass
1.34e+18,I want to ask World Health Organization (WHO) 
1.34e+18,How vaccines changed our 🌍
1.34e+18,China's Sinovac COVID-19 vaccine proves effective in Brazil trials - WSJ https://t.co/RG9cS1Iaf5  #UKCoViDCrisis
1.34e+18,"I took a selfie with the #PfizerBioNTech COVID-19 vaccine. It arrived in El Centro, California and it was immediate"
1.34e+18,Thank you!!  #PfizerBioNTech https://t.co/09XfSqRDO7
1.34e+18,#USA 🇺🇸🦠💉
1.34e+18,"#PfizerBioNTech Getting my shot on Wednesday, 11:45 am.  Follow up 3 weeks later!  Thank you.  If I had a request f"
1.34e+18,"Aside from #Comirnaty, also other names have been proposed for the #COVID19vaccine."
1.34e+18,#UKcovid #UKlockdown #ReinoUnido #MutacionCovid19 #mutation #coronavirus #SARS_CoV_2 #Covid_19 #COVID19 #COVID20
1.34e+18,https://t.co/sNU0uctDim
1.34e+18,"Given all the questions regarding the #PfizerBioNTech #CovidVaccine and allergic reactions, I am happy to see this"
1.34e+18,🇺🇸 has led🌎 to #moderna #modernavaccine 🇬🇧 led🌎 to #PfizerBioNTech #pfizervaccine #WHO #scientists say
1.34e+18,"December 21, 2020🇨🇦"
1.34e+18,President-elect #JoeBiden received his first dose of the #PfizerBioNTech  #COVID19 vaccine Monday.
1.34e+18,.@pfizer sending @tiktok_us and @instagram influencers the #covid vaccine is genius!
1.34e+18,Does anyone know what ingredients are genuinely involved in this vaccine? 
1.34e+18,... if your dick trusts us - your upper arm easily can! #vaccination #PfizerBioNTech
1.34e+18,"@profvrr @alandove Thank you so much team for this edition! Unfortunately here in Australia, stupid"
1.34e+18,If 2020 was an ice cream #nyc #newyork #covid #COVID19 #Covid_19 #COVID20 #pandemic #coronavirus #icecream #park
1.34e+18,"#MyCovidVax first shot #PfizerBioNTech to protect and keep my family, my friends, my colleagues, my neighbors, my p"
1.34e+18,My Grandad is getting the first part of the #PfizerBioNTech #COVID19 vaccine tomorrow. 
1.34e+18,Hopefully the first step in putting this all behind us. Great service from the #COVID19 Vaccine team @setrust this
1.34e+18,I wasn't going to say anything about the #vaccine anymore but this crossed my path. Think twice about #vaccination
1.34e+18,"48 hours post Covid vaccine and the pain in my arm has gone, I am tired but it's been a very long day - up at 4.30a"
1.34e+18,Biden receives first dose of coronavirus vaccine publicly https://t.co/ZAqrhDLZwi
1.34e+18,https://t.co/QDXSdWWWVm @pfizer #PfizerCOVIDvaccine #PfizerBioNTech #PfizerBioNTech Come on - give Pfizer placebo participants vaccine too
1.34e+18,🚨NEW for @rtenews at 9 o'clock
1.34e+18,President-elect #JoeBiden received his first dose of the #PfizerBioNTech coronavirus vaccine on Monday afternoon.
1.34e+18,"So why do they call it the #oxfordvaccine, when it"
1.34e+18,"After you get the vaccine, how quickly does immunity kick in? For example, after you get the flu vaccine it takes t"
1.34e+18,Question: Should the #COVIDdeniers in the House and Senate be moved to the front of the #CovidVaccine vaccine line?
1.34e+18,@AmyMek @naomirwolf #CovidVaccine 
1.34e+18,The European Union
1.34e+18,I woke up with right deltoid pain this morning. High psychosomatic resemblance of the IM injection I've been thinki
